Type,Date,Latitude,Longitude,Gender,Age_range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Outcome,Removal of more than just outer clothing
Person and Vehicle search,2021-12-27T19:24:10+00:00,53.409038,-2.985799,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-27T19:36:55+00:00,53.462556000000006,-2.997989,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-27T19:56:25+00:00,53.452217000000005,-2.767032,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),A no further action disposal,False
Person search,2021-12-27T19:57:05+00:00,53.403765,-2.990791,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Community resolution,False
Person search,2021-12-27T19:58:45+00:00,53.383568999999994,-3.0172939999999997,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-27T20:12:58+00:00,53.403765,-2.990791,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person and Vehicle search,2021-12-27T20:15:17+00:00,53.423016000000004,-2.842606,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person and Vehicle search,2021-12-27T20:22:40+00:00,53.417058,-2.832001,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-27T20:23:15+00:00,53.409479000000005,-2.970434,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Community resolution,False
Person search,2021-12-27T20:28:35+00:00,53.403765,-2.990791,Male,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Community resolution,False
Person search,2021-12-27T20:28:50+00:00,53.403765,-2.990791,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-27T20:34:25+00:00,53.349903000000005,-3.0300580000000004,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-27T20:44:57+00:00,53.349903000000005,-3.0300580000000004,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Community resolution,False
Person search,2021-12-27T20:53:18+00:00,53.639376,-3.007257,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-27T20:53:52+00:00,53.461758999999994,-2.994386,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-27T20:54:26+00:00,53.369735999999996,-3.0286880000000003,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-27T20:54:50+00:00,53.639376,-3.007257,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-27T21:56:04+00:00,53.441687,-2.9900330000000004,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-27T22:04:41+00:00,53.481038,-2.8751290000000003,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-27T22:07:35+00:00,53.39593000000001,-3.034854,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Arrest,False
Person search,2021-12-27T22:13:19+00:00,53.450188,-2.9902450000000003,Male,18-24,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),A no further action disposal,False
Person and Vehicle search,2021-12-27T22:15:15+00:00,53.640225,-2.977449,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person and Vehicle search,2021-12-27T22:15:29+00:00,53.421806000000004,-2.845862,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-27T22:17:41+00:00,53.458960999999995,-3.009668,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person and Vehicle search,2021-12-27T22:18:43+00:00,53.458960999999995,-3.009668,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Arrest,False
Person and Vehicle search,2021-12-27T22:33:05+00:00,53.640225,-2.977449,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person and Vehicle search,2021-12-27T23:48:42+00:00,53.47143199999999,-3.0260689999999997,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Arrest,False
Person search,2021-12-28T00:11:46+00:00,53.409723,-2.9768790000000003,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Community resolution,False
Person search,2021-12-28T00:18:24+00:00,53.418627,-3.088491,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-28T00:29:42+00:00,53.406618,-2.983878,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Community resolution,False
Person search,2021-12-28T00:55:12+00:00,53.455371,-2.728401,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Arrest,False
Person search,2021-12-28T01:22:24+00:00,53.387493000000006,-3.0831560000000002,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),A no further action disposal,False
Person and Vehicle search,2021-12-28T01:27:32+00:00,53.391172,-3.0196110000000003,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-28T01:38:23+00:00,53.387493000000006,-3.0831560000000002,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),A no further action disposal,False
Person search,2021-12-28T01:58:43+00:00,53.354172,-2.916743,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-28T02:17:03+00:00,53.41002099999999,-2.989808,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Community resolution,False
Person search,2021-12-28T02:17:24+00:00,53.364564,-3.015414,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-28T02:24:45+00:00,53.335685999999995,-3.02126,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-28T02:40:58+00:00,53.371824,-2.872632,Male,over 34,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),A no further action disposal,False
Person search,2021-12-28T03:04:01+00:00,53.642658999999995,-2.97333,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Khat or Cannabis warning,False
Person search,2021-12-28T03:39:01+00:00,53.406618,-2.983878,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Community resolution,False
Person and Vehicle search,2021-12-28T03:55:27+00:00,53.411502,-2.979116,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-28T04:31:40+00:00,53.403914,-2.9814990000000003,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Community resolution,False
Person search,2021-12-28T04:38:52+00:00,53.406057,-2.9875950000000002,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-28T04:44:38+00:00,53.403224,-2.983348,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-28T05:58:29+00:00,53.410687,-2.988635,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-28T06:08:28+00:00,53.405246999999996,-2.9887349999999997,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-28T06:16:09+00:00,53.409277,-2.978599,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-28T06:41:34+00:00,53.402249,-2.982769,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Arrest,False
Person search,2021-12-28T07:23:58+00:00,53.413979000000005,-2.955146,Male,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Arrest,True
Person search,2021-12-28T07:36:26+00:00,53.402249,-2.982769,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Arrest,False
Person search,2021-12-28T07:40:57+00:00,53.41595699999999,-2.973004,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-28T07:48:39+00:00,53.414542000000004,-2.969045,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Arrest,False
Person and Vehicle search,2021-12-28T07:51:15+00:00,53.405648,-2.987014,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-28T08:27:49+00:00,53.405246999999996,-2.9887349999999997,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-28T09:03:47+00:00,53.418786,-2.989636,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-28T11:32:29+00:00,53.423353000000006,-2.9565599999999996,Male,over 34,Other ethnic group - Any other ethnic group,White,Police and Criminal Evidence Act 1984 (section 1),A no further action disposal,False
Person search,2021-12-28T11:44:36+00:00,53.395674,-3.055932,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-28T14:02:53+00:00,53.404922,-3.060117,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-28T14:04:05+00:00,53.391723999999996,-3.183775,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Community resolution,False
Person search,2021-12-28T14:17:11+00:00,53.401159,-3.062822,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Community resolution,False
Person search,2021-12-28T14:35:47+00:00,53.401159,-3.062822,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-28T14:45:30+00:00,53.405861,-3.073815,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-28T14:48:24+00:00,53.404481000000004,-3.02205,Male,25-34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),A no further action disposal,False
Person search,2021-12-28T14:56:44+00:00,53.397275,-3.083915,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-28T15:29:37+00:00,53.390551,-3.047731,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-28T15:32:53+00:00,53.393845999999996,-3.016923,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
Person search,2021-12-28T15:59:09+00:00,53.410373,-3.022613,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Community resolution,False
Person search,2021-12-28T16:20:45+00:00,53.452153,-2.745934,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),A no further action disposal,False
Person search,2021-12-28T16:29:33+00:00,53.452153,-2.745934,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),A no further action disposal,False
